DATE_ADMINISTERED,NEW_1ST_DOSES,NEW_2ND_DOSES,NEW_SINGLE_DOSES,NEW_SERIES_COMPLETED,NEW_RECIPIENTS,CUMULATIVE_1ST_DOSES,CUMULATIVE_2ND_DOSES,CUMULATIVE_SINGLE_DOSES,CUMULATIVE_SERIES_COMPLETED,CUMULATIVE_RECIPIENTS,NEW_BOOSTER_DOSES,NEW_BOOSTER_RECIPIENTS,CUMULATIVE_BOOSTER_DOSES,CUMULATIVE_BOOSTER_RECIPIENTS,DATA_AS_OF,DATA_UPDATED_AT,DATA_LOADED_AT
2021/05/11,1454,6944,225,7169,1689,554007,449743,42712,492455,597459,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/12,1488,6639,453,7092,1948,555495,456382,43165,499547,599407,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/13,4113,7235,216,7451,4357,559608,463617,43381,506998,603764,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/14,2951,6589,182,6770,3158,562559,470206,43563,513768,606922,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/15,3225,4928,56,4984,3318,565784,475134,43619,518752,610240,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/16,1997,3272,60,3332,2082,567781,478406,43679,522084,612322,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/17,2410,4990,171,5161,2605,570191,483396,43850,527245,614927,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/18,1832,6834,176,7010,2019,572023,490230,44026,534255,616946,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/19,2151,5188,266,5454,2420,574174,495418,44292,539709,619366,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/20,1521,4527,244,4771,1769,575695,499945,44536,544480,621135,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/21,1585,5405,192,5597,1779,577280,505350,44728,550077,622914,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/22,2175,2561,94,2655,2270,579455,507911,44822,552732,625184,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/23,859,1047,77,1124,943,580314,508958,44899,553856,626127,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/24,1342,2803,173,2976,1519,581656,511761,45072,556832,627646,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/25,1111,2419,230,2649,1339,582767,514180,45302,559481,628985,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/26,1106,2790,181,2971,1294,583873,516970,45483,562452,630279,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/27,1163,2405,195,2600,1361,585036,519375,45678,565052,631640,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/28,1323,2329,172,2501,1496,586359,521704,45850,567553,633136,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/29,791,1166,94,1260,883,587150,522870,45944,568813,634019,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/30,392,559,40,599,436,587542,523429,45984,569412,634455,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/31,100,176,7,183,107,587642,523605,45991,569595,634562,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/01,1100,2328,200,2528,1301,588742,525933,46191,572123,635863,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/02,828,1569,126,1695,951,589570,527502,46317,573818,636814,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/03,940,2853,187,3040,1129,590510,530355,46504,576858,637943,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/04,1235,4350,147,4497,1385,591745,534705,46651,581355,639328,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/05,880,2843,144,2987,1023,592625,537548,46795,584342,640351,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/06,376,1891,40,1931,416,593001,539439,46835,586273,640767,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/07,869,2704,149,2853,1018,593870,542143,46984,589126,641785,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/08,800,1884,165,2049,961,594670,544027,47149,591175,642746,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/09,665,1581,153,1734,817,595335,545608,47302,592909,643563,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/10,757,1604,192,1796,952,596092,547212,47494,594705,644515,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/11,924,2062,164,2226,1088,597016,549274,47658,596931,645603,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/12,727,2191,167,2358,891,597743,551465,47825,599289,646494,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/13,225,654,43,697,268,597968,552119,47868,599986,646762,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/14,823,1562,146,1708,968,598791,553681,48014,601694,647730,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/15,687,1132,131,1263,819,599478,554813,48145,602957,648549,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/16,650,1059,186,1245,835,600128,555872,48331,604202,649384,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/17,649,1156,192,1348,841,600777,557028,48523,605550,650225,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/18,749,1434,171,1605,918,601526,558462,48694,607155,651143,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/19,445,873,116,989,559,601971,559335,48810,608144,651702,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/20,264,348,34,382,301,602235,559683,48844,608526,652003,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/21,604,464,113,577,719,602839,560147,48957,609103,652722,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/22,578,942,116,1058,692,603417,561089,49073,610161,653414,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/23,584,774,135,909,716,604001,561863,49208,611070,654130,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/24,521,893,170,1063,690,604522,562756,49378,612133,654820,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/06/25,663,1082,105,1187,768,605185,563838,49483,613320,655588,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
